oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
778216100021253,59244887,2458346.9478939506,58346.4488773,18.4903736,0.0365273431,0,zr,55.197557800000000,57.955840300000000,0.474999994,0.017000001,20180816448877,778,16,1,21.1100006,25.9575920,0.0212673284,0.0947963372,4.565186373E-06,3.0000000000e+01,1.32400000,1
778216100021253,59344429,2458347.9433863920,58347.4442940,18.4647369,0.0359460190,0,zr,55.197601700000000,57.955836300000000,1.057000041,-0.013000000,20180817444282,778,16,1,21.1700001,26.0690346,0.0191257484,0.0817678347,3.641690228E-06,3.0000000000e+01,1.33200002,1
778216100021253,59443005,2458348.9292255924,58348.4300579,18.4290085,0.0351570360,0,zr,55.197584200000000,57.955827600000000,0.671999991,-0.015000000,20180818429965,778,16,1,21.1200008,26.0706825,0.0172987208,0.0838909000,3.172126299E-06,3.0000000000e+01,1.38399994,1
778216100021253,59548391,2458349.9831605265,58349.4839120,18.4474792,0.0355618708,0,zr,55.197565100000000,57.955825300000000,0.647000015,-0.028999999,20180819483912,778,16,1,21.4200001,26.0621853,0.0204278678,0.0908347517,4.414730029E-06,3.0000000000e+01,1.18099999,1
778216100021253,59649635,2458350.9956806310,58350.4963542,18.4319324,0.0352206938,0,zr,55.197602300000000,57.955839000000000,0.579999983,-0.063000001,20180820496343,778,16,1,21.1599998,25.9916248,0.0205685869,0.0878895819,4.510574854E-06,3.0000000000e+01,1.14699996,1
778216100021253,59748553,2458351.9849351733,58351.4855324,18.4379330,0.0353518240,0,zr,55.197628500000000,57.955826000000000,0.870999992,0.017000001,20180821485509,778,16,1,21.2299995,26.0950584,0.0190881025,0.0870574936,3.594126383E-06,3.0000000000e+01,1.16400003,1
778216100021253,59850971,2458353.0091926516,58352.5097106,18.4435062,0.0354742631,0,zr,55.197565100000000,57.955820700000000,0.824000001,-0.052999999,20180822509630,778,16,1,21.1399994,26.0731411,0.0240413677,0.0905631557,6.089070212E-06,3.0000000000e+01,1.11300004,1
778216100021253,59945368,2458353.9532358707,58353.4536806,18.4966774,0.0366722606,0,zr,55.197606800000000,57.955854300000000,0.989000022,-0.037000000,20180823453669,778,16,1,21.0599995,26.0723438,0.0180387162,0.0932022631,3.444432878E-06,3.0000000000e+01,1.23500001,1
778216100021253,59949489,2458353.9944542900,58353.4948958,18.4988422,0.0367222093,0,zr,55.197559100000000,57.955815500000000,0.574000001,-0.030999999,20180823494850,778,16,1,21.5100002,26.1125336,0.0297762286,0.0872671083,9.514873454E-06,3.0000000000e+01,1.13300002,1
778216100021253,60045498,2458354.9546215297,58354.4549884,18.4312820,0.0352065116,0,zr,55.197579800000000,57.955837700000000,0.963999987,0.028000001,20180824454977,778,16,1,20.6599998,26.0819588,0.0175589975,0.0904813781,3.219778364E-06,3.0000000000e+01,1.22300005,1
778216100021253,60050706,2458355.0066973995,58354.5070602,18.4593697,0.0358259417,0,zr,55.197578800000000,57.955823300000000,0.759999990,-0.008000000,20180824506968,778,16,1,21.0799999,26.0690498,0.0206256565,0.0938858688,4.394418738E-06,3.0000000000e+01,1.11000001,1
778216100021253,60150717,2458356.0068910215,58355.5071759,18.5018368,0.0367914587,0,zr,55.197577100000000,57.955831800000000,0.602999985,0.086999997,20180825507164,778,16,1,20.9200001,26.1045856,0.0181986094,0.0894992724,3.491592679E-06,3.0000000000e+01,1.10599995,1
778216100021253,60245163,2458356.9514207128,58356.4516319,18.4394741,0.0353856198,0,zr,55.197530700000000,57.955844100000000,0.449000001,-0.012000000,20180826451597,778,16,1,20.1100006,26.1061058,0.0204234254,0.0902997479,4.280155281E-06,3.0000000000e+01,1.21700001,1
778216100021253,60250365,2458357.0034502900,58356.5036574,18.4312439,0.0352056846,0,zr,55.197560200000000,57.955830300000000,0.871999979,-0.057000000,20180826503600,778,16,1,20.4599991,26.0988541,0.0227171909,0.0954343006,5.387997589E-06,3.0000000000e+01,1.10699999,1
778216100021253,60345155,2458357.9514178470,58357.4515509,18.4855099,0.0364160687,0,zr,55.197633200000000,57.955834400000000,0.541000009,-0.037000000,20180827451505,778,16,1,20.3199997,26.1072407,0.0188145805,0.0908503085,3.691105121E-06,3.0000000000e+01,1.20899999,1
778216100021253,60351004,2458358.0099178385,58357.5100463,18.4610138,0.0358626619,0,zr,55.197598900000000,57.955860300000000,0.579999983,0.006000000,20180827510023,778,16,1,20.2399998,26.1227245,0.0177179351,0.0918052942,3.253893283E-06,3.0000000000e+01,1.09599996,1
778216100021253,60444878,2458358.9487296683,58358.4487847,18.4631577,0.0359106213,0,zr,55.197565200000000,57.955829500000000,1.123999953,-0.115999997,20180828448785,778,16,1,20.3400002,26.1118717,0.0174166765,0.0867766887,3.204761697E-06,3.0000000000e+01,1.21000004,1
